Week,DFI_Arrival Date,Name,Type 1 Attendances,Total attendances,Attendances,Breaches,Within,4 Hour Performance
10/04/2011,10/04/2011,Cambridge University Hospitals NHS Foundation Trust,1927,1927,1927,126,1801,0.93461338868708
10/04/2011,10/04/2011,East And North Hertfordshire NHS Trust,2672,3154,3154,200,2954,0.93658845909956
10/04/2011,10/04/2011,Ipswich Hospital NHS Trust,1236,1236,1236,46,1190,0.96278317152104
10/04/2011,10/04/2011,Mid Essex Hospital Services NHS Trust,1407,1462,1462,70,1392,0.95212038303694
10/04/2011,10/04/2011,The Princess Alexandra Hospital NHS Trust,1653,1653,1653,197,1456,0.88082274652148
17/04/2011,17/04/2011,Cambridge University Hospitals NHS Foundation Trust,1704,1704,1704,93,1611,0.94542253521127
17/04/2011,17/04/2011,East And North Hertfordshire NHS Trust,2403,2814,2814,52,2762,0.98152096659559
17/04/2011,17/04/2011,Ipswich Hospital NHS Trust,1155,1155,1155,25,1130,0.97835497835498
17/04/2011,17/04/2011,Mid Essex Hospital Services NHS Trust,1280,1308,1308,28,1280,0.97859327217125
17/04/2011,17/04/2011,The Princess Alexandra Hospital NHS Trust,1625,1625,1625,125,1500,0.92307692307692
24/04/2011,24/04/2011,Cambridge University Hospitals NHS Foundation Trust,1957,1957,1957,121,1836,0.93817066939193
24/04/2011,24/04/2011,East And North Hertfordshire NHS Trust,2511,2943,2943,90,2853,0.96941896024465
24/04/2011,24/04/2011,Ipswich Hospital NHS Trust,1247,1247,1247,51,1196,0.95910184442662
24/04/2011,24/04/2011,Mid Essex Hospital Services NHS Trust,1320,1355,1355,32,1323,0.97638376383764
24/04/2011,24/04/2011,The Princess Alexandra Hospital NHS Trust,1590,1590,1590,89,1501,0.9440251572327
01/05/2011,01/05/2011,Cambridge University Hospitals NHS Foundation Trust,2020,2020,2020,86,1934,0.95742574257426
01/05/2011,01/05/2011,East And North Hertfordshire NHS Trust,2725,3154,3154,103,3051,0.96734305643627
01/05/2011,01/05/2011,Ipswich Hospital NHS Trust,1224,1224,1224,84,1140,0.93137254901961
01/05/2011,01/05/2011,Mid Essex Hospital Services NHS Trust,1433,1461,1461,74,1387,0.94934976043806
01/05/2011,01/05/2011,The Princess Alexandra Hospital NHS Trust,1380,1380,1380,111,1269,0.9195652173913
08/05/2011,08/05/2011,Cambridge University Hospitals NHS Foundation Trust,1945,1945,1945,115,1830,0.94087403598972
08/05/2011,08/05/2011,East And North Hertfordshire NHS Trust,2635,3057,3057,217,2840,0.92901537455021
08/05/2011,08/05/2011,Ipswich Hospital NHS Trust,1224,1224,1224,65,1159,0.9468954248366
08/05/2011,08/05/2011,Mid Essex Hospital Services NHS Trust,1400,1430,1430,204,1226,0.85734265734266
08/05/2011,08/05/2011,The Princess Alexandra Hospital NHS Trust,1656,1656,1656,66,1590,0.96014492753623
15/05/2011,15/05/2011,Cambridge University Hospitals NHS Foundation Trust,1906,1906,1906,61,1845,0.96799580272823
15/05/2011,15/05/2011,East And North Hertfordshire NHS Trust,2631,3029,3029,115,2914,0.96203367448003
15/05/2011,15/05/2011,Ipswich Hospital NHS Trust,1199,1199,1199,33,1166,0.97247706422018
15/05/2011,15/05/2011,Mid Essex Hospital Services NHS Trust,1367,1400,1400,73,1327,0.94785714285714
15/05/2011,15/05/2011,The Princess Alexandra Hospital NHS Trust,1677,1677,1677,154,1523,0.90816935002982
22/05/2011,22/05/2011,Cambridge University Hospitals NHS Foundation Trust,1928,1928,1928,60,1868,0.96887966804979
22/05/2011,22/05/2011,East And North Hertfordshire NHS Trust,2629,3108,3108,173,2935,0.94433719433719
22/05/2011,22/05/2011,Ipswich Hospital NHS Trust,1235,1235,1235,69,1166,0.94412955465587
22/05/2011,22/05/2011,Mid Essex Hospital Services NHS Trust,1378,1412,1412,91,1321,0.93555240793201
22/05/2011,22/05/2011,The Princess Alexandra Hospital NHS Trust,1612,1612,1612,35,1577,0.97828784119107
29/05/2011,29/05/2011,Cambridge University Hospitals NHS Foundation Trust,1818,1818,1818,60,1758,0.96699669966997
29/05/2011,29/05/2011,East And North Hertfordshire NHS Trust,2528,2961,2961,51,2910,0.98277608915907
29/05/2011,29/05/2011,Ipswich Hospital NHS Trust,1160,1160,1160,22,1138,0.98103448275862
29/05/2011,29/05/2011,Mid Essex Hospital Services NHS Trust,1410,1450,1450,18,1432,0.98758620689655
29/05/2011,29/05/2011,The Princess Alexandra Hospital NHS Trust,1643,1643,1643,60,1583,0.96348143639684
05/06/2011,05/06/2011,Cambridge University Hospitals NHS Foundation Trust,1821,1821,1821,38,1783,0.97913234486546
05/06/2011,05/06/2011,East And North Hertfordshire NHS Trust,2427,2844,2844,42,2802,0.98523206751055
05/06/2011,05/06/2011,Ipswich Hospital NHS Trust,1224,1224,1224,21,1203,0.9828431372549
05/06/2011,05/06/2011,Mid Essex Hospital Services NHS Trust,1511,1542,1542,38,1504,0.97535667963684
05/06/2011,05/06/2011,The Princess Alexandra Hospital NHS Trust,1619,1619,1619,92,1527,0.9431747992588
12/06/2011,12/06/2011,Cambridge University Hospitals NHS Foundation Trust,1794,1794,1794,45,1749,0.97491638795987
12/06/2011,12/06/2011,East And North Hertfordshire NHS Trust,2442,2835,2835,64,2771,0.97742504409171
12/06/2011,12/06/2011,Ipswich Hospital NHS Trust,1111,1111,1111,19,1092,0.98289828982898
12/06/2011,12/06/2011,Mid Essex Hospital Services NHS Trust,1322,1354,1354,14,1340,0.98966026587888
12/06/2011,12/06/2011,The Princess Alexandra Hospital NHS Trust,1595,1595,1595,26,1569,0.98369905956113
19/06/2011,19/06/2011,Cambridge University Hospitals NHS Foundation Trust,1892,1892,1892,48,1844,0.97463002114165
19/06/2011,19/06/2011,East And North Hertfordshire NHS Trust,2491,2857,2857,116,2741,0.95939796989849
19/06/2011,19/06/2011,Ipswich Hospital NHS Trust,1152,1152,1152,27,1125,0.9765625
19/06/2011,19/06/2011,Mid Essex Hospital Services NHS Trust,1363,1385,1385,69,1316,0.95018050541516
19/06/2011,19/06/2011,The Princess Alexandra Hospital NHS Trust,1633,1633,1633,122,1511,0.92529087568892
26/06/2011,26/06/2011,Cambridge University Hospitals NHS Foundation Trust,1967,1967,1967,58,1909,0.97051347229283
26/06/2011,26/06/2011,East And North Hertfordshire NHS Trust,2557,2975,2975,72,2903,0.97579831932773
26/06/2011,26/06/2011,Ipswich Hospital NHS Trust,1137,1137,1137,41,1096,0.96394019349164
26/06/2011,26/06/2011,Mid Essex Hospital Services NHS Trust,1432,1469,1469,81,1388,0.94486044928523
26/06/2011,26/06/2011,The Princess Alexandra Hospital NHS Trust,1691,1691,1691,104,1587,0.93849793021881
03/07/2011,03/07/2011,Cambridge University Hospitals NHS Foundation Trust,1914,1914,1914,44,1870,0.97701149425287
03/07/2011,03/07/2011,East And North Hertfordshire NHS Trust,2623,3046,3046,43,3003,0.98588312541037
03/07/2011,03/07/2011,Ipswich Hospital NHS Trust,1298,1298,1298,123,1175,0.90523882896764
03/07/2011,03/07/2011,Mid Essex Hospital Services NHS Trust,1439,1471,1471,47,1424,0.96804894629504
03/07/2011,03/07/2011,The Princess Alexandra Hospital NHS Trust,1621,1621,1621,73,1548,0.95496607032696
10/07/2011,10/07/2011,Cambridge University Hospitals NHS Foundation Trust,1924,1924,1924,51,1873,0.97349272349272
10/07/2011,10/07/2011,East And North Hertfordshire NHS Trust,2634,2970,2970,50,2920,0.98316498316498
10/07/2011,10/07/2011,Ipswich Hospital NHS Trust,1212,1212,1212,54,1158,0.95544554455446
10/07/2011,10/07/2011,Mid Essex Hospital Services NHS Trust,1500,1521,1521,127,1394,0.91650230111769
10/07/2011,10/07/2011,The Princess Alexandra Hospital NHS Trust,1651,1651,1651,65,1586,0.96062992125984
17/07/2011,17/07/2011,Cambridge University Hospitals NHS Foundation Trust,1836,1836,1836,53,1783,0.97113289760349
17/07/2011,17/07/2011,East And North Hertfordshire NHS Trust,2511,2893,2893,59,2834,0.97960594538541
17/07/2011,17/07/2011,Ipswich Hospital NHS Trust,1145,1145,1145,52,1093,0.95458515283843
17/07/2011,17/07/2011,Mid Essex Hospital Services NHS Trust,1490,1538,1538,96,1442,0.93758127438231
17/07/2011,17/07/2011,The Princess Alexandra Hospital NHS Trust,1551,1551,1551,48,1503,0.96905222437137
24/07/2011,24/07/2011,Cambridge University Hospitals NHS Foundation Trust,1017,1017,1017,30,987,0.97050147492625
24/07/2011,24/07/2011,East And North Hertfordshire NHS Trust,2520,2914,2914,61,2853,0.97906657515443
24/07/2011,24/07/2011,Ipswich Hospital NHS Trust,1253,1253,1253,54,1199,0.95690343176377
24/07/2011,24/07/2011,Mid Essex Hospital Services NHS Trust,1365,1401,1401,77,1324,0.94503925767309
24/07/2011,24/07/2011,The Princess Alexandra Hospital NHS Trust,1472,1472,1472,43,1429,0.97078804347826
31/07/2011,31/07/2011,Cambridge University Hospitals NHS Foundation Trust,1798,1798,1798,50,1748,0.97219132369299
31/07/2011,31/07/2011,East And North Hertfordshire NHS Trust,2504,2877,2877,35,2842,0.98783454987835
31/07/2011,31/07/2011,Ipswich Hospital NHS Trust,1162,1162,1162,22,1140,0.98106712564544
31/07/2011,31/07/2011,Mid Essex Hospital Services NHS Trust,1426,1452,1452,95,1357,0.93457300275482
31/07/2011,31/07/2011,The Princess Alexandra Hospital NHS Trust,1464,1464,1464,54,1410,0.96311475409836
07/08/2011,07/08/2011,Cambridge University Hospitals NHS Foundation Trust,1835,1835,1835,89,1746,0.95149863760218
07/08/2011,07/08/2011,East And North Hertfordshire NHS Trust,2443,2810,2810,70,2740,0.97508896797153
07/08/2011,07/08/2011,Ipswich Hospital NHS Trust,1143,1143,1143,12,1131,0.98950131233596
07/08/2011,07/08/2011,Mid Essex Hospital Services NHS Trust,1475,1494,1494,124,1370,0.91700133868809
07/08/2011,07/08/2011,The Princess Alexandra Hospital NHS Trust,1563,1563,1563,84,1479,0.94625719769674
14/08/2011,14/08/2011,Cambridge University Hospitals NHS Foundation Trust,1863,1863,1863,69,1794,0.96296296296296
14/08/2011,14/08/2011,East And North Hertfordshire NHS Trust,2322,2634,2634,59,2575,0.97760060744115
14/08/2011,14/08/2011,Ipswich Hospital NHS Trust,1188,1188,1188,19,1169,0.98400673400673
14/08/2011,14/08/2011,Mid Essex Hospital Services NHS Trust,1358,1379,1379,87,1292,0.93691080493111
14/08/2011,14/08/2011,The Princess Alexandra Hospital NHS Trust,1467,1467,1467,81,1386,0.94478527607362
21/08/2011,21/08/2011,Cambridge University Hospitals NHS Foundation Trust,1730,1730,1730,45,1685,0.97398843930636
21/08/2011,21/08/2011,East And North Hertfordshire NHS Trust,2271,2619,2619,55,2564,0.97899961817488
21/08/2011,21/08/2011,Ipswich Hospital NHS Trust,1162,1162,1162,21,1141,0.98192771084337
21/08/2011,21/08/2011,Mid Essex Hospital Services NHS Trust,1444,1470,1470,87,1383,0.94081632653061
21/08/2011,21/08/2011,The Princess Alexandra Hospital NHS Trust,1509,1509,1509,95,1414,0.93704440026508
28/08/2011,28/08/2011,Cambridge University Hospitals NHS Foundation Trust,1699,1699,1699,43,1656,0.97469099470277
28/08/2011,28/08/2011,East And North Hertfordshire NHS Trust,2315,2669,2669,39,2630,0.98538778568752
28/08/2011,28/08/2011,Ipswich Hospital NHS Trust,1120,1120,1120,17,1103,0.98482142857143
28/08/2011,28/08/2011,Mid Essex Hospital Services NHS Trust,1410,1433,1433,25,1408,0.98255408234473
28/08/2011,28/08/2011,The Princess Alexandra Hospital NHS Trust,1519,1519,1519,44,1475,0.97103357472021
04/09/2011,04/09/2011,Cambridge University Hospitals NHS Foundation Trust,1709,1709,1709,54,1655,0.96840257460503
04/09/2011,04/09/2011,East And North Hertfordshire NHS Trust,2444,2801,2801,85,2716,0.96965369510889
04/09/2011,04/09/2011,Ipswich Hospital NHS Trust,1214,1214,1214,15,1199,0.98764415156507
04/09/2011,04/09/2011,Mid Essex Hospital Services NHS Trust,1456,1483,1483,95,1388,0.93594066082266
04/09/2011,04/09/2011,The Princess Alexandra Hospital NHS Trust,1499,1499,1499,82,1417,0.94529686457638
11/09/2011,11/09/2011,Cambridge University Hospitals NHS Foundation Trust,1791,1791,1791,48,1743,0.97319932998325
11/09/2011,11/09/2011,East And North Hertfordshire NHS Trust,2423,2786,2786,155,2631,0.94436468054559
11/09/2011,11/09/2011,Ipswich Hospital NHS Trust,1168,1168,1168,22,1146,0.98116438356164
11/09/2011,11/09/2011,Mid Essex Hospital Services NHS Trust,1389,1418,1418,97,1321,0.93159379407616
11/09/2011,11/09/2011,The Princess Alexandra Hospital NHS Trust,1543,1543,1543,100,1443,0.9351911860013
18/09/2011,18/09/2011,Cambridge University Hospitals NHS Foundation Trust,1905,1905,1905,41,1864,0.97847769028871
18/09/2011,18/09/2011,East And North Hertfordshire NHS Trust,2538,2896,2896,30,2866,0.9896408839779
18/09/2011,18/09/2011,Ipswich Hospital NHS Trust,1211,1211,1211,13,1198,0.98926507018993
18/09/2011,18/09/2011,Mid Essex Hospital Services NHS Trust,1472,1497,1497,79,1418,0.94722778891116
18/09/2011,18/09/2011,The Princess Alexandra Hospital NHS Trust,1623,1623,1623,67,1556,0.95871842267406
25/09/2011,25/09/2011,Cambridge University Hospitals NHS Foundation Trust,2008,2008,2008,50,1958,0.97509960159363
25/09/2011,25/09/2011,East And North Hertfordshire NHS Trust,2602,2951,2951,122,2829,0.9586580820061
25/09/2011,25/09/2011,Ipswich Hospital NHS Trust,1262,1262,1262,19,1243,0.98494453248811
25/09/2011,25/09/2011,Mid Essex Hospital Services NHS Trust,1482,1527,1527,64,1463,0.95808775376555
25/09/2011,25/09/2011,The Princess Alexandra Hospital NHS Trust,1700,1700,1700,92,1608,0.94588235294118
02/10/2011,02/10/2011,Cambridge University Hospitals NHS Foundation Trust,2034,2034,2034,65,1969,0.96804326450344
02/10/2011,02/10/2011,East And North Hertfordshire NHS Trust,2621,2938,2938,140,2798,0.95234853641933
02/10/2011,02/10/2011,Ipswich Hospital NHS Trust,1243,1243,1243,23,1220,0.98149637972647
02/10/2011,02/10/2011,Mid Essex Hospital Services NHS Trust,1535,1573,1573,72,1501,0.95422759059123
02/10/2011,02/10/2011,The Princess Alexandra Hospital NHS Trust,1647,1647,1647,55,1592,0.96660595021251
09/10/2011,09/10/2011,Cambridge University Hospitals NHS Foundation Trust,2124,2124,2124,107,2017,0.94962335216573
09/10/2011,09/10/2011,East And North Hertfordshire NHS Trust,2667,2835,2835,148,2687,0.94779541446208
09/10/2011,09/10/2011,Ipswich Hospital NHS Trust,1218,1218,1218,25,1193,0.97947454844007
09/10/2011,09/10/2011,Mid Essex Hospital Services NHS Trust,1511,1553,1553,39,1514,0.97488731487444
09/10/2011,09/10/2011,The Princess Alexandra Hospital NHS Trust,1692,1692,1692,114,1578,0.93262411347518
16/10/2011,16/10/2011,Cambridge University Hospitals NHS Foundation Trust,1982,1982,1982,109,1873,0.94500504540868
16/10/2011,16/10/2011,East And North Hertfordshire NHS Trust,2617,2797,2797,144,2653,0.94851626742939
16/10/2011,16/10/2011,Ipswich Hospital NHS Trust,1156,1156,1156,27,1129,0.97664359861592
16/10/2011,16/10/2011,Mid Essex Hospital Services NHS Trust,1450,1489,1489,68,1421,0.9543317662861
16/10/2011,16/10/2011,The Princess Alexandra Hospital NHS Trust,1588,1588,1588,34,1554,0.97858942065491
23/10/2011,23/10/2011,Cambridge University Hospitals NHS Foundation Trust,1954,1954,1954,76,1878,0.9611054247697
23/10/2011,23/10/2011,East And North Hertfordshire NHS Trust,2368,2487,2487,101,2386,0.95938882187374
23/10/2011,23/10/2011,Ipswich Hospital NHS Trust,1167,1167,1167,24,1143,0.97943444730077
23/10/2011,23/10/2011,Mid Essex Hospital Services NHS Trust,1426,1473,1473,46,1427,0.96877121520706
23/10/2011,23/10/2011,The Princess Alexandra Hospital NHS Trust,1534,1534,1534,45,1489,0.97066492829205
30/10/2011,30/10/2011,Cambridge University Hospitals NHS Foundation Trust,1821,1821,1821,42,1779,0.97693574958814
30/10/2011,30/10/2011,East And North Hertfordshire NHS Trust,2385,2385,2385,242,2143,0.89853249475891
